episode,score
0,0.0
1,0.0
2,-1.0
3,1.0
4,1.0
5,-2.0
6,0.0
7,0.0
8,2.0
9,0.0
10,0.0
11,-1.0
12,1.0
13,3.0
14,-2.0
15,1.0
16,-1.0
17,1.0
18,0.0
19,0.0
20,0.0
21,-2.0
22,0.0
23,0.0
24,0.0
25,-2.0
26,2.0
27,0.0
28,1.0
29,1.0
30,0.0
31,-1.0
32,1.0
33,0.0
34,0.0
35,1.0
36,1.0
37,-2.0
38,0.0
39,1.0
40,0.0
41,0.0
42,-1.0
43,0.0
44,1.0
45,3.0
46,0.0
47,0.0
48,0.0
49,-1.0
50,0.0
51,1.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,2.0
58,0.0
59,-1.0
60,3.0
61,-2.0
62,1.0
63,1.0
64,2.0
65,0.0
66,3.0
67,1.0
68,1.0
69,0.0
70,0.0
71,2.0
72,1.0
73,0.0
74,0.0
75,1.0
76,1.0
77,1.0
78,0.0
79,1.0
80,1.0
81,-1.0
82,0.0
83,2.0
84,1.0
85,2.0
86,3.0
87,-1.0
88,0.0
89,1.0
90,-1.0
91,3.0
92,1.0
93,0.0
94,2.0
95,2.0
96,0.0
97,1.0
98,2.0
99,3.0
100,0.0
101,3.0
102,6.0
103,1.0
104,-3.0
105,3.0
106,0.0
107,0.0
108,2.0
109,2.0
110,1.0
111,-1.0
112,0.0
113,3.0
114,1.0
115,3.0
116,2.0
117,1.0
118,-2.0
119,0.0
120,2.0
121,1.0
122,2.0
123,1.0
124,4.0
125,1.0
126,2.0
127,0.0
128,3.0
129,0.0
130,0.0
131,2.0
132,0.0
133,1.0
134,4.0
135,1.0
136,0.0
137,0.0
138,6.0
139,2.0
140,1.0
141,3.0
142,2.0
143,4.0
144,4.0
145,2.0
146,7.0
147,0.0
148,4.0
149,1.0
150,1.0
151,-2.0
152,2.0
153,1.0
154,0.0
155,1.0
156,-1.0
157,1.0
158,7.0
159,1.0
160,-1.0
161,7.0
162,0.0
163,-1.0
164,1.0
165,6.0
166,1.0
167,3.0
168,6.0
169,2.0
170,1.0
171,1.0
172,4.0
173,2.0
174,2.0
175,0.0
176,1.0
177,0.0
178,5.0
179,9.0
180,10.0
181,8.0
182,2.0
183,1.0
184,10.0
185,8.0
186,4.0
187,4.0
188,6.0
189,11.0
190,-1.0
191,9.0
192,5.0
193,6.0
194,2.0
195,3.0
196,9.0
197,8.0
198,4.0
199,0.0
200,4.0
201,6.0
202,5.0
203,4.0
204,6.0
205,7.0
206,0.0
207,10.0
208,5.0
209,2.0
210,2.0
211,6.0
212,5.0
213,3.0
214,7.0
215,8.0
216,11.0
217,10.0
218,7.0
219,2.0
220,5.0
221,6.0
222,5.0
223,6.0
224,0.0
225,0.0
226,0.0
227,14.0
228,8.0
229,10.0
230,4.0
231,7.0
232,1.0
233,8.0
234,9.0
235,7.0
236,9.0
237,6.0
238,2.0
239,3.0
240,4.0
241,9.0
242,2.0
243,-1.0
244,4.0
245,6.0
246,8.0
247,7.0
248,4.0
249,7.0
250,6.0
251,6.0
252,6.0
253,5.0
254,6.0
255,7.0
256,10.0
257,7.0
258,11.0
259,8.0
260,3.0
261,7.0
262,7.0
263,10.0
264,7.0
265,1.0
266,5.0
267,5.0
268,10.0
269,6.0
270,9.0
271,12.0
272,4.0
273,3.0
274,5.0
275,13.0
276,6.0
277,6.0
278,6.0
279,7.0
280,5.0
281,6.0
282,4.0
283,6.0
284,7.0
285,6.0
286,12.0
287,6.0
288,7.0
289,10.0
290,7.0
291,10.0
292,13.0
293,3.0
294,6.0
295,9.0
296,5.0
297,7.0
298,7.0
299,10.0
300,13.0
301,7.0
302,6.0
303,7.0
304,8.0
305,8.0
306,4.0
307,2.0
308,7.0
309,6.0
310,12.0
311,6.0
312,9.0
313,7.0
314,10.0
315,7.0
316,4.0
317,9.0
318,9.0
319,14.0
320,11.0
321,6.0
322,9.0
323,4.0
324,10.0
325,7.0
326,5.0
327,8.0
328,12.0
329,7.0
330,10.0
331,12.0
332,14.0
333,5.0
334,6.0
335,13.0
336,9.0
337,10.0
338,14.0
339,10.0
340,10.0
341,9.0
342,15.0
343,10.0
344,10.0
345,9.0
346,6.0
347,13.0
348,5.0
349,11.0
350,9.0
351,9.0
352,12.0
353,7.0
354,5.0
355,7.0
356,11.0
357,12.0
358,9.0
359,6.0
360,7.0
361,6.0
362,8.0
363,13.0
364,10.0
365,8.0
366,13.0
367,11.0
368,4.0
369,9.0
370,3.0
371,10.0
372,7.0
373,8.0
374,10.0
375,4.0
376,9.0
377,11.0
378,10.0
379,9.0
380,10.0
381,13.0
382,8.0
383,16.0
384,10.0
385,17.0
386,11.0
387,9.0
388,17.0
389,6.0
390,8.0
391,13.0
392,12.0
393,9.0
394,10.0
395,4.0
396,9.0
397,3.0
398,16.0
399,9.0
400,13.0
401,11.0
402,7.0
403,11.0
404,4.0
405,13.0
406,12.0
407,11.0
408,12.0
409,23.0
410,11.0
411,14.0
412,5.0
413,5.0
414,6.0
415,8.0
416,11.0
417,19.0
418,9.0
419,13.0
420,16.0
421,14.0
422,15.0
423,15.0
424,12.0
425,14.0
426,13.0
427,19.0
428,15.0
429,9.0
430,14.0
431,11.0
432,15.0
433,15.0
434,11.0
435,6.0
436,10.0
437,13.0
438,12.0
439,9.0
440,9.0
441,7.0
442,12.0
443,10.0
444,11.0
445,14.0
446,15.0
447,9.0
448,10.0
449,11.0
450,9.0
451,11.0
452,13.0
453,13.0
454,12.0
455,17.0
456,13.0
457,16.0
458,19.0
459,14.0
460,13.0
461,12.0
462,9.0
463,13.0
464,14.0
465,15.0
466,12.0
467,11.0
468,11.0
469,9.0
470,13.0
471,11.0
472,12.0
473,11.0
474,9.0
475,17.0
476,10.0
477,5.0
478,7.0
479,6.0
480,11.0
481,7.0
482,14.0
483,16.0
484,9.0
485,16.0
486,10.0
487,8.0
488,10.0
489,13.0
490,13.0
491,17.0
492,13.0
493,17.0
494,11.0
495,17.0
496,10.0
497,9.0
498,16.0
499,18.0
500,16.0
501,15.0
502,6.0
503,12.0
504,14.0
505,17.0
506,15.0
507,9.0
508,13.0
509,12.0
510,16.0
511,11.0
512,9.0
513,14.0
514,8.0
515,17.0
516,9.0
517,14.0
518,16.0
519,14.0
520,18.0
521,10.0
522,17.0
523,17.0
524,13.0
525,12.0
526,10.0
527,12.0
528,10.0
529,15.0
530,12.0
531,12.0
532,17.0
533,17.0
534,11.0
535,15.0
536,2.0
537,6.0
538,13.0
539,18.0
540,18.0
541,13.0
542,9.0
543,13.0
544,18.0
545,14.0
546,12.0
547,13.0
548,14.0
549,16.0
550,9.0
551,16.0
552,8.0
553,9.0
554,18.0
555,11.0
556,11.0
557,11.0
558,11.0
559,12.0
560,14.0
561,11.0
562,8.0
563,16.0
564,10.0
565,13.0
566,10.0
567,12.0
