episode,score
0,0.0
1,2.0
2,-1.0
3,0.0
4,-2.0
5,-1.0
6,1.0
7,-1.0
8,0.0
9,2.0
10,1.0
11,0.0
12,1.0
13,0.0
14,-1.0
15,1.0
16,0.0
17,-1.0
18,0.0
19,0.0
20,-2.0
21,-2.0
22,1.0
23,0.0
24,1.0
25,0.0
26,1.0
27,-2.0
28,-1.0
29,0.0
30,1.0
31,2.0
32,0.0
33,1.0
34,0.0
35,-1.0
36,-1.0
37,2.0
38,-1.0
39,1.0
40,-2.0
41,1.0
42,0.0
43,0.0
44,0.0
45,-2.0
46,-1.0
47,2.0
48,0.0
49,-3.0
50,1.0
51,1.0
52,2.0
53,1.0
54,1.0
55,-1.0
56,1.0
57,-1.0
58,-2.0
59,-1.0
60,0.0
61,1.0
62,1.0
63,1.0
64,4.0
65,-1.0
66,0.0
67,0.0
68,1.0
69,1.0
70,0.0
71,1.0
72,3.0
73,3.0
74,1.0
75,1.0
76,0.0
77,0.0
78,1.0
79,2.0
80,1.0
81,0.0
82,3.0
83,0.0
84,6.0
85,1.0
86,1.0
87,2.0
88,2.0
89,4.0
90,2.0
91,3.0
92,1.0
93,-1.0
94,1.0
95,0.0
96,2.0
97,4.0
98,0.0
99,1.0
100,4.0
101,1.0
102,5.0
103,4.0
104,1.0
105,4.0
106,3.0
107,0.0
108,0.0
109,4.0
110,3.0
111,1.0
112,2.0
113,4.0
114,3.0
115,1.0
116,-1.0
117,2.0
118,-3.0
119,-1.0
120,3.0
121,4.0
122,4.0
123,1.0
124,3.0
125,5.0
126,5.0
127,4.0
128,2.0
129,1.0
130,3.0
131,6.0
132,4.0
133,1.0
134,5.0
135,1.0
136,2.0
137,3.0
138,4.0
139,2.0
140,4.0
141,0.0
142,4.0
143,4.0
144,5.0
145,1.0
146,1.0
147,4.0
148,0.0
149,6.0
150,4.0
151,4.0
152,4.0
153,5.0
154,2.0
155,2.0
156,5.0
157,4.0
158,3.0
159,5.0
160,4.0
161,9.0
162,1.0
163,4.0
164,10.0
165,0.0
166,3.0
167,3.0
168,8.0
169,7.0
170,6.0
171,2.0
172,4.0
173,7.0
174,7.0
175,8.0
176,3.0
177,4.0
178,9.0
179,6.0
180,5.0
181,2.0
182,3.0
183,2.0
184,4.0
185,12.0
186,5.0
187,8.0
188,1.0
189,4.0
190,8.0
191,7.0
192,6.0
193,3.0
194,0.0
195,4.0
196,11.0
197,6.0
198,9.0
199,5.0
200,0.0
201,4.0
202,2.0
203,1.0
204,3.0
205,7.0
206,6.0
207,9.0
208,7.0
209,6.0
210,0.0
211,7.0
212,5.0
213,6.0
214,7.0
215,2.0
216,6.0
217,4.0
218,5.0
219,7.0
220,5.0
221,4.0
222,6.0
223,7.0
224,5.0
225,4.0
226,6.0
227,7.0
228,9.0
229,6.0
230,8.0
231,9.0
232,4.0
233,10.0
234,8.0
235,9.0
236,5.0
237,4.0
238,5.0
239,2.0
240,5.0
241,7.0
242,1.0
243,11.0
244,8.0
245,5.0
246,3.0
247,11.0
248,4.0
