episode,score
0,0.0
1,2.0
2,0.0
3,-1.0
4,-2.0
5,0.0
6,-1.0
7,1.0
8,0.0
9,-3.0
10,4.0
11,0.0
12,1.0
13,0.0
14,0.0
15,0.0
16,-1.0
17,1.0
18,0.0
19,0.0
20,0.0
21,0.0
22,1.0
23,-1.0
24,2.0
25,0.0
26,1.0
27,0.0
28,1.0
29,2.0
30,1.0
31,0.0
32,0.0
33,-4.0
34,-1.0
35,1.0
36,0.0
37,0.0
38,0.0
39,-1.0
40,0.0
41,1.0
42,-2.0
43,0.0
44,0.0
45,0.0
46,2.0
47,0.0
48,-2.0
49,0.0
50,0.0
51,-1.0
52,0.0
53,-1.0
54,-2.0
55,1.0
56,2.0
57,2.0
58,1.0
59,2.0
60,1.0
61,3.0
62,2.0
63,1.0
64,0.0
65,0.0
66,0.0
67,3.0
68,2.0
69,3.0
70,-1.0
71,1.0
72,0.0
73,1.0
74,-1.0
75,3.0
76,3.0
77,0.0
78,0.0
79,0.0
80,1.0
81,4.0
82,1.0
83,0.0
84,-1.0
85,0.0
86,0.0
87,0.0
88,3.0
89,1.0
90,3.0
91,1.0
92,2.0
93,3.0
94,2.0
95,1.0
96,2.0
97,3.0
98,4.0
99,1.0
100,5.0
101,1.0
102,1.0
103,1.0
104,3.0
105,3.0
106,1.0
107,4.0
108,1.0
109,4.0
110,4.0
111,3.0
112,1.0
113,5.0
114,3.0
115,3.0
116,10.0
117,1.0
118,5.0
119,-1.0
120,2.0
121,3.0
122,2.0
123,1.0
124,3.0
125,1.0
126,5.0
127,4.0
128,2.0
129,1.0
130,6.0
131,6.0
132,4.0
133,0.0
134,4.0
135,7.0
136,3.0
137,1.0
138,4.0
139,3.0
140,2.0
141,-2.0
142,0.0
143,5.0
144,2.0
145,11.0
146,1.0
147,3.0
148,6.0
149,2.0
150,8.0
151,0.0
152,1.0
153,8.0
154,2.0
155,3.0
156,4.0
157,5.0
158,6.0
159,5.0
160,7.0
161,1.0
162,3.0
163,8.0
164,5.0
165,4.0
166,7.0
167,6.0
168,1.0
169,10.0
170,4.0
171,2.0
172,6.0
173,3.0
174,3.0
175,1.0
176,2.0
177,9.0
178,1.0
179,2.0
180,6.0
181,9.0
182,2.0
183,3.0
184,5.0
185,8.0
186,6.0
187,3.0
188,4.0
189,7.0
190,7.0
191,7.0
192,5.0
193,2.0
194,4.0
195,4.0
196,7.0
197,13.0
198,12.0
199,5.0
200,8.0
201,1.0
202,10.0
203,8.0
204,8.0
205,6.0
206,8.0
207,8.0
208,5.0
209,5.0
210,7.0
211,6.0
212,6.0
213,2.0
214,9.0
215,-1.0
216,12.0
217,13.0
218,9.0
219,10.0
220,8.0
221,5.0
222,8.0
223,5.0
224,11.0
225,8.0
226,7.0
227,4.0
228,8.0
229,10.0
230,15.0
231,6.0
232,7.0
233,7.0
234,5.0
235,7.0
236,7.0
237,4.0
238,4.0
239,16.0
240,13.0
241,9.0
242,10.0
243,7.0
244,11.0
245,10.0
246,13.0
247,4.0
248,10.0
249,9.0
