episode,score
0,1.0
1,-1.0
2,0.0
3,1.0
4,0.0
5,-1.0
6,0.0
7,1.0
8,0.0
9,-1.0
10,2.0
11,-1.0
12,0.0
13,-1.0
14,1.0
15,1.0
16,1.0
17,0.0
18,1.0
19,-2.0
20,-1.0
21,1.0
22,-1.0
23,-1.0
24,-1.0
25,1.0
26,0.0
27,0.0
28,1.0
29,1.0
30,-1.0
31,-1.0
32,0.0
33,-1.0
34,0.0
35,2.0
36,-1.0
37,0.0
38,-1.0
39,0.0
40,0.0
41,-4.0
42,0.0
43,-2.0
44,0.0
45,0.0
46,1.0
47,1.0
48,0.0
49,0.0
50,1.0
51,0.0
52,1.0
53,1.0
54,1.0
55,1.0
56,0.0
57,0.0
58,0.0
59,0.0
60,4.0
61,-2.0
62,2.0
63,-1.0
64,1.0
65,0.0
66,2.0
67,1.0
68,0.0
69,0.0
70,-1.0
71,-1.0
72,2.0
73,0.0
74,2.0
75,3.0
76,3.0
77,2.0
78,1.0
79,1.0
80,2.0
81,2.0
82,0.0
83,1.0
84,3.0
85,1.0
86,3.0
87,-1.0
88,1.0
89,1.0
90,0.0
91,0.0
92,1.0
93,-1.0
94,3.0
95,4.0
96,3.0
97,0.0
98,1.0
99,5.0
100,1.0
101,3.0
102,2.0
103,2.0
104,3.0
105,1.0
106,2.0
107,1.0
108,4.0
109,-1.0
110,2.0
111,2.0
112,3.0
113,3.0
114,0.0
115,4.0
116,2.0
117,0.0
118,4.0
119,2.0
120,5.0
121,7.0
122,1.0
123,3.0
124,3.0
125,2.0
126,1.0
127,5.0
128,5.0
129,5.0
130,2.0
131,1.0
132,6.0
133,5.0
134,2.0
135,4.0
136,8.0
137,0.0
138,1.0
139,3.0
140,1.0
141,1.0
142,6.0
143,4.0
144,6.0
145,7.0
146,4.0
147,4.0
148,1.0
149,8.0
150,4.0
151,4.0
152,3.0
153,2.0
154,3.0
155,2.0
156,6.0
157,0.0
158,2.0
159,4.0
160,7.0
161,3.0
162,3.0
163,3.0
164,7.0
165,5.0
166,5.0
167,1.0
168,6.0
169,4.0
170,1.0
171,5.0
172,3.0
173,5.0
174,6.0
175,4.0
176,2.0
177,3.0
178,4.0
179,7.0
180,3.0
181,3.0
182,-1.0
183,3.0
184,7.0
185,1.0
186,6.0
187,7.0
188,7.0
189,8.0
190,4.0
191,3.0
192,1.0
193,8.0
194,5.0
195,6.0
196,8.0
197,7.0
198,1.0
199,6.0
200,4.0
201,7.0
202,2.0
203,1.0
204,7.0
