episode,score
0,0.0
1,0.0
2,0.0
3,0.0
4,-1.0
5,-1.0
6,2.0
7,-1.0
8,-1.0
9,2.0
10,-1.0
11,2.0
12,0.0
13,-2.0
14,0.0
15,1.0
16,-2.0
17,-1.0
18,-1.0
19,1.0
20,0.0
21,1.0
22,0.0
23,2.0
24,-1.0
25,1.0
26,0.0
27,1.0
28,1.0
29,0.0
30,-1.0
31,0.0
32,1.0
33,0.0
34,-2.0
35,0.0
36,0.0
37,0.0
38,0.0
39,1.0
40,1.0
41,-1.0
42,0.0
43,1.0
44,-1.0
45,1.0
46,-1.0
47,0.0
48,1.0
49,0.0
50,0.0
51,0.0
52,0.0
53,-2.0
54,-1.0
55,1.0
56,0.0
57,-1.0
58,0.0
59,1.0
60,2.0
61,0.0
62,-1.0
63,0.0
64,1.0
65,-2.0
66,0.0
67,2.0
68,0.0
69,2.0
70,0.0
71,5.0
72,-1.0
73,2.0
74,1.0
75,2.0
76,4.0
77,0.0
78,1.0
79,1.0
80,-1.0
81,2.0
82,0.0
83,1.0
84,2.0
85,2.0
86,4.0
87,1.0
88,0.0
89,0.0
90,-1.0
91,0.0
92,1.0
93,1.0
94,2.0
95,3.0
96,5.0
97,1.0
98,4.0
99,3.0
100,2.0
101,0.0
102,0.0
103,5.0
104,4.0
105,1.0
106,0.0
107,3.0
108,0.0
109,-1.0
110,-3.0
111,1.0
112,1.0
113,2.0
114,2.0
115,3.0
116,3.0
117,5.0
118,3.0
119,4.0
120,4.0
121,6.0
122,3.0
123,2.0
124,1.0
125,1.0
126,3.0
127,8.0
128,8.0
129,5.0
130,1.0
131,3.0
132,2.0
133,4.0
134,1.0
135,3.0
136,1.0
137,5.0
138,6.0
139,1.0
140,1.0
141,1.0
142,3.0
143,0.0
144,5.0
145,1.0
146,3.0
147,5.0
148,7.0
149,5.0
150,5.0
151,9.0
152,0.0
153,5.0
154,3.0
155,3.0
156,5.0
157,4.0
158,4.0
159,5.0
160,4.0
161,8.0
162,2.0
163,5.0
164,4.0
165,6.0
166,6.0
167,0.0
168,5.0
169,5.0
170,4.0
171,8.0
172,5.0
173,6.0
174,7.0
175,6.0
176,6.0
177,4.0
178,8.0
179,4.0
180,6.0
181,4.0
182,5.0
183,2.0
184,2.0
185,5.0
186,8.0
187,3.0
188,3.0
189,4.0
190,3.0
191,4.0
192,11.0
193,7.0
194,4.0
195,9.0
196,6.0
197,10.0
198,5.0
199,7.0
200,6.0
201,7.0
202,11.0
203,4.0
204,6.0
205,5.0
206,8.0
207,8.0
208,4.0
209,2.0
210,1.0
211,6.0
212,5.0
213,6.0
214,7.0
215,5.0
216,8.0
217,11.0
218,9.0
219,12.0
220,11.0
221,6.0
222,10.0
223,3.0
224,8.0
225,6.0
226,10.0
227,12.0
228,8.0
229,7.0
230,10.0
231,6.0
232,8.0
233,9.0
234,11.0
235,8.0
236,9.0
237,9.0
238,5.0
239,11.0
240,10.0
241,10.0
242,7.0
243,12.0
244,8.0
245,7.0
246,12.0
247,7.0
248,5.0
249,5.0
250,6.0
251,9.0
252,4.0
253,7.0
254,4.0
255,5.0
256,5.0
257,5.0
258,8.0
259,13.0
260,6.0
261,7.0
262,9.0
263,14.0
264,10.0
265,8.0
266,6.0
267,3.0
268,7.0
269,13.0
270,9.0
271,7.0
272,7.0
273,10.0
274,9.0
275,9.0
276,14.0
277,8.0
278,11.0
279,7.0
280,5.0
281,8.0
282,6.0
283,12.0
284,12.0
285,15.0
286,4.0
287,1.0
288,12.0
289,4.0
290,6.0
291,5.0
292,5.0
293,5.0
294,11.0
295,6.0
296,11.0
297,6.0
298,15.0
299,8.0
300,12.0
301,10.0
302,4.0
303,10.0
304,9.0
305,11.0
306,0.0
307,8.0
308,9.0
309,14.0
310,7.0
311,9.0
312,5.0
313,10.0
314,13.0
315,13.0
316,14.0
317,6.0
318,12.0
319,2.0
320,10.0
321,13.0
322,6.0
323,9.0
324,10.0
325,10.0
326,10.0
327,6.0
328,12.0
329,6.0
330,12.0
331,10.0
332,5.0
333,6.0
334,5.0
335,8.0
336,8.0
337,6.0
338,4.0
339,9.0
340,11.0
341,6.0
342,12.0
343,14.0
344,5.0
345,7.0
346,7.0
347,12.0
348,11.0
349,5.0
350,6.0
351,8.0
352,14.0
353,8.0
354,6.0
355,8.0
356,8.0
357,10.0
358,8.0
359,8.0
360,4.0
361,6.0
362,3.0
363,6.0
364,10.0
365,8.0
366,10.0
367,9.0
368,16.0
369,8.0
370,8.0
371,10.0
372,10.0
373,5.0
374,10.0
375,15.0
376,12.0
377,11.0
378,8.0
379,15.0
380,9.0
381,11.0
382,19.0
383,4.0
384,13.0
385,5.0
386,12.0
387,8.0
388,8.0
389,5.0
390,8.0
391,8.0
392,11.0
393,15.0
394,3.0
395,10.0
396,8.0
397,4.0
398,9.0
399,11.0
400,6.0
401,13.0
402,5.0
403,7.0
404,12.0
405,7.0
406,4.0
407,10.0
408,10.0
409,5.0
410,18.0
411,9.0
412,6.0
413,7.0
414,11.0
415,11.0
416,6.0
417,16.0
418,9.0
419,10.0
420,12.0
421,19.0
422,16.0
423,4.0
424,8.0
425,14.0
426,8.0
427,17.0
428,6.0
429,6.0
430,8.0
431,16.0
432,7.0
433,8.0
434,8.0
435,11.0
436,12.0
437,14.0
438,16.0
439,8.0
440,9.0
441,2.0
442,16.0
443,10.0
444,7.0
445,5.0
446,13.0
447,12.0
448,12.0
449,10.0
450,3.0
451,4.0
452,14.0
453,15.0
454,8.0
455,11.0
456,13.0
457,8.0
458,12.0
459,7.0
460,8.0
461,3.0
462,14.0
463,10.0
464,19.0
465,12.0
466,11.0
467,17.0
468,6.0
469,15.0
470,7.0
471,15.0
472,14.0
473,10.0
474,11.0
475,18.0
476,12.0
477,11.0
478,18.0
479,6.0
480,18.0
481,7.0
482,15.0
483,12.0
484,11.0
485,12.0
486,11.0
487,4.0
488,11.0
489,9.0
490,12.0
491,5.0
492,15.0
493,13.0
494,10.0
495,15.0
496,2.0
497,7.0
498,9.0
499,14.0
500,10.0
501,10.0
502,12.0
503,5.0
504,11.0
505,11.0
506,15.0
507,6.0
508,12.0
509,13.0
510,3.0
511,11.0
512,14.0
513,15.0
514,14.0
515,12.0
516,11.0
517,15.0
518,17.0
519,11.0
520,12.0
521,11.0
522,10.0
523,11.0
524,14.0
525,7.0
526,15.0
527,12.0
528,10.0
529,9.0
530,15.0
531,12.0
532,14.0
533,10.0
534,15.0
535,3.0
536,10.0
537,12.0
538,10.0
539,15.0
540,12.0
541,18.0
542,17.0
543,10.0
544,14.0
545,12.0
546,11.0
547,10.0
548,17.0
549,8.0
550,12.0
551,14.0
552,16.0
553,20.0
554,12.0
555,15.0
556,8.0
557,12.0
558,18.0
559,9.0
560,15.0
561,13.0
562,13.0
563,10.0
564,21.0
565,16.0
566,11.0
567,8.0
